ID,address name,first name,last name,company name,street address 1,street address 2,city,city area,postal code,country,country area,phone
262,,Eric,Long,,05907 Palmer Spring,,Ochoaville,,48573,US,MI,
263,,Stephen,Jackson,,203 Walsh Pines,,Laurenport,,65158,US,MO,
264,,Stacy,Jacobs,,72611 Lewis Wells Suite 451,,North Michealberg,,35423,US,AL,
265,,Terry,Russell,,53001 Mark Run Suite 019,,Patelland,,59924,US,MT,
266,,Christopher,Rodriguez,,43132 John Flat,,Robertston,,08693,US,NJ,
267,,Melissa,Gutierrez,,87781 Roberts Vista,,Rileymouth,,49586,US,MI,
268,,Keith,Andrade,,847 Sharon Falls Apt. 783,,West Helen,,15059,US,PA,
269,,Maureen,Anderson,,20653 Welch Islands,,Hendersonview,,01251,US,MA,
270,,Adriana,Hamilton,,2397 Murray Springs,,Tranport,,83495,US,ID,
271,,Jessica,Buck,,9761 Kent Centers,,Wendyville,,82161,US,WY,
272,,Kendra,Mora,,236 Nelson Place,,Kimberlyland,,67167,US,KS,
273,,Susan,Mitchell,,972 Rodriguez Stream,,Port Keithport,,59233,US,MT,
274,,Linda,Cook,,76941 Myers Court Apt. 469,,Rachelhaven,,56026,US,MN,
275,,Jennifer,Jones,,9759 Christopher Neck Suite 911,,South Feliciaside,,51014,US,IA,
276,,Diamond,Butler,,13412 Flores Ranch Apt. 278,,West Connorport,,05471,US,VT,
277,test,test,test,,,,,,,GB,,
278,test mutation,first name,last name,,test line 1,,,,,US,,
279,test mutation,first name,last name,,test line 1,,,,,US,,
280,Office,first name,last name,,test line 1,,JAIPUR,,302033,IN,Rajasthan,
281,Office,first name,last name,,test line 1,,JAIPUR,,302033,IN,Rajasthan,+919087654321
282,Office,first name,last name,,test line 1,,JAIPUR,,302033,IN,Rajasthan,+919087654321
283,Office,first name,last name,,test line 1,,JAIPUR,,302033,IN,Rajasthan,+919087654321
284,Office,first name,last name,,test line 1,,JAIPUR,,302033,IN,Rajasthan,+919087654321
285,,Zoe,Hogan,,4493 Wells Row Apt. 719,,Port Elizabeth,,20041,US,VA,
286,,Christopher,Thomas,,321 Michael Fields Apt. 876,,Mikaylaborough,,68091,US,NE,
287,Office,Yılmaz Firca,,Yılmaz Firca San. ve Tic. A.S.,Organize Sanayi Bölgesi Gri Cad., ,Bursa,,16159,TR,Nilufer,
288,Office,Mahmut Yarim,,Mahmut Yarim Gida,Iskenderun Road 12. Km Antakya / HATAY, ,Hatay,,,TR,,
289,Office,DURMAZLAR,,DURMAZLAR MAKİNA SAN.VE TİC.A.Ş.,"OSB 75. Yıl Bulvarı No:4
16140  ", ,Bursa,,,TR,Nilüfer,+902242191800
290,Office,Arbel Bakliyat ,,Arbel Bakliyat Hububat,,,,,,TR,,
291,Office,Türk Traktor,,TÜRK TRAKTÖR VE ZİRAAT MAK.A.Ş.,Gazi Mahallesi Anadolu Bulvarı No:52 - 52A,,Ankara,,,TR,Yenimahalle,+903122333333
292,Office,ORTADOĞU RULMAN,,ORTADOĞU RULMAN SAN.TİC.A.Ş. , İstiklal Mahallesi Hacı Bayram Veli Bulvarı No:76/A, ,Ankara,,,TR,Polatlı,+903126480010
293,Office,LIA FRUIT UYANIKLAR,,UYANIKLAR GROUP,"Uluderbent, 45600",,Manisa,,,TR,Alasehir,+902366733064
294,Office,SOLEN,,Solen,4. Organize Sanayi Bölgesi 83412 No’lu Cadde No:4, ,Gaziantep,,,TR,SehitKamil,0090 342 337 27 37
295,Office,BASHAN,,Bashan Tarimsal Urun,,,,,,TR,,
296,Office,ERMAKSAN MAKİNA,,ERMAKSAN MAKİNA SAN.VE TİC. A.Ş.,Organize Sanayi Bölgesi Lacivert Cad. No:6 , ,Bursa,,,TR,Nilüfer,+902242947500
297,Office,HİDROMEK ,,HİDROMEK HİDROLİK VE MEKANİK  İML.SAN.VE TİC.A.Ş. , Ahi Evran OSB Mahallesi Osmanlı Caddesi No:1, ,Ankara,,,TR,Sincan,
298,Office,Kros Otomotiv,,Kros Otomotiv San. Tic. A.S.,Organize Sanayi Bölgesi , ,Kütahya,,,TR,Alayunt,=9027466250
299,Office,SANKO ,,SANKO TEKS.İŞLETMELERİ SAN.VE TİC.A.Ş,"Burak Mah, Sani Konukoğlu Bulvarı, No:223", ,Gaziantep,,,TR,Şehitkamil,
300,Office,CIMSATAS,,ÇUKUROVA İNŞAAT MAKİNALARI SAN .TİC.A.Ş.,Bahçeli Kürkçü Mah. Adana Yolu No: 53/A, ,MERSİN,,,TR,Akdeniz,
301,Office,ELKON BETON MAKİNALARI,,ELKON BETON MAKİNALARI SAN. VE TİC. A.Ş.,"Gazeteciler Sitesi, Dergiler Sokak No:13", ,Istanbul,,,TR,Esentepe,
302,Office,KUTLUSAN TARIM EKİPMAN,,KUTLUSAN TARIM EKİPMAN  LOJİSTİK GIDA SAN. İÇ VE DIŞ TİC.LTD.ŞTİ ,ARMUTLU OVASI AKALAN MAH.BAĞIMSIZLIK KÜME EVLERİ NO:106, ,İZMİR,,,TR,KEMALPAŞA,
303,Office,ESTAŞ ,,ESTAŞ KAM MİLİ İML.İTH.İHR.SAN .TİC.LTD.ŞTİ.,ŞEYH ŞAMİL OSB MAH. HALİS VERMEZOĞLU CAD. NO:57, ,Sivas,,,TR,,
304,Office,DİRİNLER DÖKÜM,,DİRİNLER DÖKÜM SANAYİ TURİZM LİMAN İŞLETMECİLİĞİ VE TİC..A.Ş.,Atatürk Blv. No:57 P.K.35620 A.O.S.B., ,İZMİR,,,TR,Çiğli,
305,Office,DALGAKIRAN KOMPRESÖR,,DALGAKIRAN KOMPRESÖR SAN.VE TİC. LTD. ŞTİ. ,Eyüp Sultan Mh. Müminler Cd. No:70 34885, ,İstanbul,,,TR,Sancaktepe,
306,Office,BİRİNCİ OTOMOTİV ,,BİRİNCİ OTOMOTİV SANAYİ VE TİCARET A.Ş.,"TAYSAD ORGANİZE SANAYİ, 2. CADDE,
NO:1 41420 ", ,Kocaeli,,,TR,Şekerpınar,
307,Office,TROPIKAL PET,,TROPIKAL PET,IAYOSB 1. Sanayi Cad. No: 18,,Istanbul,,,TR,Tuzla,+902163066660
308,Office,LIDER EVCIL HAYVAN ,,Lider Evcil Hayvan Beslenme Sanayi ve Ticaret Lt,Anadolu Cad. No.41 Kat.10 D.101,,Izmir,,,TR,Bayrakli ,0090 232 479 23 13
309,Office,BELINAY TARIM ,,Belinay TARIM,"Zeytinlik Mah, 7641 Sokak, No:16/1",,Antalya,,,TR,Kepez,0090 242 341 40 86
310,Office,DERVISOGLU TARIM,,Dervisoglu Tarim Urunleri,,,,,,TR,,
311,Office,Korkut Yag Sabun,,Korkut Yag Sabun Sanayi,Organize Sanayi Sitesi 869 Sk. No:11 Kuruçay Mevkii ,,Balikesir ,,,TR,EDREMİT,
312,Office,Kocabag Saraplari,,Kocabag Saraplari,Adnan Menderes cad. No:40 Güvercinlik Vadisi,,Nevsehir,,,TR,Uchisar,0090384 219 29 79
313,,Tabitha,Baker,,3174 Smith Landing,,East Richardhaven,,29646,US,SC,
314,,Lonnie,Drake,,36886 Gonzalez Avenue Apt. 480,,Shellyburgh,,89696,US,NV,
315,Office,Yılmaz Firca,,Yılmaz Firca San. ve Tic. A.S.,Organize Sanayi Bölgesi Gri Cad., ,Bursa,,16159,TR,Nilufer,
316,Office,Mahmut Yarim,,Mahmut Yarim Gida,Iskenderun Road 12. Km Antakya / HATAY, ,Hatay,,,TR,,
317,Office,DURMAZLAR,,DURMAZLAR MAKİNA SAN.VE TİC.A.Ş.,"OSB 75. Yıl Bulvarı No:4
16140  ", ,Bursa,,,TR,Nilüfer,+902242191800
318,Office,Arbel Bakliyat ,,Arbel Bakliyat Hububat,,,,,,TR,,
322,,,,,123/274,Mansarovar,Jaipur,,302020,IN,Rajasthan,
323,,,,test,Kishanpole Bazar Road,Chandpol,JAIPUR,,302001,IN,Rajasthan,
324,,,,,organize sanayi Bölgesi 9. cadde,No:44,Eskişehir,,26110,TR,,
325,,,,,Jawahar Circle,Jaipur Golden Hospital Road,Jaipur,,110085,IN,Rajasthan,
328,,,,,123/274,Mansarovar,JAIPUR,,302020,IN,Rajasthan,+917458745214
329,,,,,Kultur mah no 12 camlibel,,Mersin,,33010,TR,,
330,,,,,,Sabzazar,LAHORE,,,PK,,+905365478965
331,,,,,123/271,Mansarovar,JAIPUR,,302020,IN,Rajasthan,
332,,,,,İstanbul Üniversitesi Cerrahpaşa Avcılar Kampüsü,Üniversite,İSTANBUL,,34320,TR,,+905365478965
333,,,,,3611 Faris Dr,,LOS ANGELES,,90034,US,CA,
334,,,,,"mansrover , jaipur",Rohini,DELHI,,110085,IN,Delhi,
335,,,,,Beylice Mah. Beylice Sk.No:478 Tarsus / Mersin,Beylice Sk.No:478,MERSIN,,33402,TR,,
337,,,,,dghjnd,dssd,SDA,,74021,TR,,+905365874563
338,reger,ergerger,ergeg,grgre,Çay Mah. 6489 Sk. No:6 Kat:1,gergerg,AKDENIZ,,33020,TR,Mersin,
339,reger,ergerger,ergeg,grgre,Çay Mah. 6489 Sk. No:6 Kat:1,gergerg,AKDENIZ,,33020,TR,Mersin,
340,,,,,Çay Mah. 6489 Sk. No:6 Kat:1,gergerg,AKDENIZ,,33020,TR,Mersin,
341,reger,ergerger,ergeg,grgre,Çay Mah. 6489 Sk. No:6 Kat:1,gergerg,AKDENIZ,,33020,TR,Mersin,
342,,,,,Çay Mah.,6489 Sk. No:6 Kat:1 Akdeniz,MERSIN,,33020,TR,,
343,,,,,Çay Mah.,6489 Sk. No:6 Kat:1 Akdeniz,MERSIN,,33020,TR,,
344,,,,,Çay Mah.,6489 Sk. No:6 Kat:1 Akdeniz,MERSIN,,33020,TR,,
345,,,,,Çay Mah. 6489 Sk. No:6 Kat:1 Akdeniz / Mersin,6489 Sk. No:6 Kat:1 Akdeniz,MERSIN,,33020,TR,,
346,,,,,Çay Mah.,6489 Sk. No:6 Kat:1 Akdeniz,MERSIN,,33020,TR,,
347,,,,,Çay Mah.,6489 Sk. No:6 Kat:1 Akdeniz /,MERSIN,,33020,TR,,
348,,,,,Çay Mah.,6489 Sk. No:6 Kat:1 Akdeniz /,Istanbul,,33020,TR,,
349,,,,,Çay Mah.,6489 Sk. No:6 Kat:1 Akdeniz /,MERSIN,,33020,TR,,
350,,,,,Çay Mah.,6489 Sk. No:6 Kat:1 Akdeniz /,MERSIN,,33020,TR,,
351,,,,,Tosmurlu ,6489 Sk. No:6 Kat:1 Akdeniz /,MERSIN,,33940,TR,,
352,,,,,Çay Mah.,6489 Sk. No:6 Kat:1 Akdeniz /,MERSIN,,33020,TR,,
353,reger,ergerger,ergeg,grgre,Çay Mah. 6489 Sk. No:6 Kat:1,gergerg,AKDENIZ,,33020,TR,Mersin,
354,qqqqqq,qqqqqqqq,qqqqqqq,qqqqqqqqq,"A1, pratap nagar, sanganer",qqqqqqqq,Jaipur,qqqqqqq,302033,IN,Rajasthan,
355,,,,,Beylice Mah.,Beylice Sk.No:478 Tarsus,MERSIN,,33402,TR,,
356,,,,,Beylice Mah. Beylice,Sk.No:478 Tarsus,MERSIN,,33402,TR,,
357,,,,,Beylice Mah. Beylice,Beylice Sk.No:478 Tarsus,MERSIN,,33402,TR,,
358,,,,,BeyliceMah.Beylice,BeyliceSkNo:478Tarsus,MERSIN,,33400,TR,,
359,,,,,Beylice Mah .Beylice,Beylice SkNo :478 Tarsus,MERSIN,,33402,TR,,
360,,,,,Beylice Mah.,Beylice SkNo :478 Tarsus,MERSIN,,33402,TR,,
361,,,,,Çay Mah.,6489 Sk. No:6 Kat:1 Akdeniz,MERSIN,,33020,TR,,
362,,,,,Beylice Mah.,Beylice Sk.No:478 Tarsus,MERSIN,,33402,TR,,
363,,,,,Beylice,Beylice Sk.No:478 Tarsus,MERSIN,,33402,TR,,
365,,,,,Çay Mah. 6489 Sk. No:6 Kat:1 Akdeniz ,,MERSIN,,33020,TR,,
366,qqqqqq,qqqqqqqq,qqqqqqq,qqqqqqqqq,"A1, pratap nagar, sanganer",qqqqqqqq,JAIPUR,,302033,IN,Rajasthan,
367,qqqqqq,qqqqqqqq,qqqqqqq,qqqqqqqqq,"A1, pratap nagar, sanganer",qqqqqqqq,JAIPUR,,302012,IN,Rajasthan,
368,qqqqqq,qqqqqqqq,qqqqqqq,qqqqqqqqq,"A1, pratap nagar, sanganer",qqqqqqqq,JAIPUR,,302033,IN,Rajasthan,
369,,,,,Baspinar OSB,,GAZIANTEP,,27600,TR,,
370,,,,,Baspinar Neighborhood,5.OSB 83502 Street (Dülük Position) No:15/2 sehitkamil,GAZIANTEP,,27000,TR,Gurugram,+905365874596
371,,,,,Başpınar Neighborhood,5.OSB 83502 Street (Dülük Position) No:15/2 Şehitkamil,GAZIANTEP,,27000,TR,,
373,,,,,Karşıyaka Mah,Ankara Bulvarı No: 268,DENIZLI,,20020,TR,,
374,,,,,dcs,dsvd,MERSIN,,33110,TR,,
376,,,,,Beylice Mah.,Beylice Sk.No:478 Tarsus,MERSIN,,33402,TR,,+905325457852
377,,,,,Sahil Yolu Caddesi,Yeni,MERSIN,,33050,TR,,
378,,,,,Sahil Yolu Caddesi,Yeni,Istanbul,,33050,TR,,
379,,,,,Sahil Yolu Caddesi,Yeni,MERSIN,,33050,TR,,
380,,,,,Sahil Yolu Caddesi,Yeni,MERSIN,,33050,TR,,
381,,,,,Sahil Yolu Caddesi,Yeni,MERSIN,,33050,TR,,
382,,,,,Sahil Yolu Caddesi,Yeni,MERSIN,,33050,TR,,
383,,,,,Sahil Yolu Caddesi,Yeni,MERSIN,,33050,TR,,
384,,,,,,Ömer Avni,ISTANBUL,,34427,TR,,
385,,,,,,Ömer Avni,ISTANBUL,,34427,TR,,
386,,,,,,Ömer Avni,ISTANBUL,,34427,TR,,
387,Office,,,,"10/142, dd","rajat path, mansarover",JAIPUR,,302020,IN,Rajasthan,+919087654321
389,,,,,Beylice Sk.No:478,Beylice Sk.No:478,MERSIN,,33402,TR,,
390,,,,,Ataturk bulvari Goreme yolu no 69,Cappadocia,NEVSEHIR,,50500,TR,,
391,,,,,Ataturk bulvari Goreme yolu no 69,Cappadocia,NEVSEHIR,,50500,TR,,
392,,,,,,Ömer Avni,ISTANBUL,,34427,TR,,
393,,,,,Sahil Yolu Caddesi,Yeni,MERSIN,,33050,TR,,
394,,,,,Sahil Yolu Caddesi,Yeni,MERSIN,,33050,TR,,
395,,,,,Sahil Yolu Caddesi,Yeni,Mersin ,,33050,TR,,
396,,,,,Beylice Mah.,Beylice Sk.No:478,MERSIN,,33402,TR,,+905345857458
397,,,,,Saint Nicholas Avenue,,ALWAR,,36426,TR,,
398,,,,,Saint Nicholas Avenue,,ALWAR,,36426,TR,,
399,,,,,Saint Nicholas Avenue,,ALWAR,,36426,TR,,
400,,,,,Saint Nicholas Avenue,,ALWAR,,36426,TR,,
401,,,,,Sahil Yolu Caddesi,Yeni,MERSIN,,33050,TR,,
402,,,,,Çay Mh. 6489 Sk. No:6 Akdeniz,,MERSIN,,33020,TR,,+905320000000
403,,,,,Zeytinli Bahçe Cad./123. Sok.,İhsaniye,Mersin,,33070,TR,,
404,,,,,Yeni Mahalle,"Cumhuriyet Bulvarı No: 73/4, Kazanlı",MERSİN,,33115,TR,,+903242411111
405,,,,,Soğuksu Cad.,Çankaya,Mersin,,33010,TR,,
406,,,,,Soğuksu Cad.,Çankaya,MERSIN,,33010,TR,,
407,qqqqqq,qqqqqqqq,qqqqqqq,qqqqqqqqq,"A1, pratap nagar, sanganer",qqqqqqqq,JAIPUR,,302033,IN,Rajasthan,
408,,,,,Mersin Üniversitesi,Çiftlikköy,MERSIN,,33110,TR,,
409,,,,,Cuma Ali Ağırman Sokak,Osmaniye,MERSIN,,33220,TR,,
410,reger,ergerger,ergeg,grgre,Çay Mah. 6489 Sk. No:6 Kat:1,gergerg,Akdeniz,egerger,33020,TR,Mersin,
411,qqqqqq,qqqqqqqq,qqqqqqq,qqqqqqqqq,"A1, pratap nagar, sanganer",qqqqqqqq,JAIPUR,,302033,IN,Rajasthan,
412,qqqqqq,qqqqqqqq,qqqqqqq,qqqqqqqqq,"A1, pratap nagar, sanganer",Güllük,Mugla,,48670,TR,Rajasthan,
413,,,,,Mersin Üniversitesi,Bahçelievler,MERSIN,,33140,TR,,
414,qqqqqq,qqqqqqqq,qqqqqqq,qqqqqqqqq,Airport Road,qqqqqqqq,JAIPUR,,302029,IN,Rajasthan,
415,,,,,Çilek Mah. 139. Cad. No. 11-A P.K,,MERSIN,,33020,TR,,
416,qqqqqq,qqqqqqqq,qqqqqqq,qqqqqqqqq,"A1, pratap nagar, sanganer",qqqqqqqq,JAIPUR,,302033,IN,Rajasthan,
417,qqqqqq,qqqqqqqq,qqqqqqq,qqqqqqqqq,"A1, pratap nagar, sanganer",qqqqqqqq,JAIPUR,,302033,IN,Rajasthan,
418,qqqqqq,qqqqqqqq,qqqqqqq,qqqqqqqqq,"A1, pratap nagar, sanganer",qqqqqqqq,JAIPUR,,302033,IN,Rajasthan,
419,qqqqqq,qqqqqqqq,qqqqqqq,qqqqqqqqq,"A1, pratap nagar, sanganer",qqqqqqqq,JAIPUR,,302033,IN,Rajasthan,
420,qqqqqq,qqqqqqqq,qqqqqqq,qqqqqqqqq,"A1, pratap nagar, sanganer",qqqqqqqq,JAIPUR,,302033,IN,Rajasthan,
421,,,,,Bala Quila Road,,ALWAR,,301001,BM,,
422,,Ronald,Kirby,,879 Rachel Burg Apt. 233,,Branchland,,05309,US,VT,
423,,Roy,Fleming,,204 Santos Circles,,Allisonstad,,04147,US,ME,
424,Office,Yılmaz Firca,,Yılmaz Firca San. ve Tic. A.S.,Organize Sanayi Bölgesi Gri Cad., ,Bursa,,16159,TR,Nilufer,
425,Office,Mahmut Yarim,,Mahmut Yarim Gida,Iskenderun Road 12. Km Antakya / HATAY, ,Hatay,,,TR,,
426,Office,DURMAZLAR,,DURMAZLAR MAKİNA SAN.VE TİC.A.Ş.,"OSB 75. Yıl Bulvarı No:4
16140  ", ,Bursa,,,TR,Nilüfer,+902242191800
427,Office,Arbel Bakliyat ,,Arbel Bakliyat Hububat,,,,,,TR,,
428,,Michael,Tate,,3411 Jennifer Cliff Apt. 965,,West Lauren,,20041,US,VA,
429,,Rachel,Gates,,72012 Cannon Prairie Suite 222,,East Deborah,,56236,US,MN,
430,Office,Yılmaz Firca,,Yılmaz Firca San. ve Tic. A.S.,Organize Sanayi Bölgesi Gri Cad., ,Bursa,,16159,TR,Nilufer,
431,Office,Mahmut Yarim,,Mahmut Yarim Gida,Iskenderun Road 12. Km Antakya / HATAY, ,Hatay,,,TR,,
432,Office,DURMAZLAR,,DURMAZLAR MAKİNA SAN.VE TİC.A.Ş.,"OSB 75. Yıl Bulvarı No:4
16140  ", ,Bursa,,,TR,Nilüfer,+902242191800
433,Office,Arbel Bakliyat ,,Arbel Bakliyat Hububat,,,,,,TR,,
434,,Linda,White,,6576 Travis Falls Apt. 604,,Cainville,,20040,US,VA,
435,,Mariah,Camacho,,7213 Bruce Via,,South Timothytown,,04000,US,ME,
436,Office,Yılmaz Firca,,Yılmaz Firca San. ve Tic. A.S.,Organize Sanayi Bölgesi Gri Cad., ,Bursa,,16159,TR,Nilufer,
437,Office,Mahmut Yarim,,Mahmut Yarim Gida,Iskenderun Road 12. Km Antakya / HATAY, ,Hatay,,,TR,,
438,Office,DURMAZLAR,,DURMAZLAR MAKİNA SAN.VE TİC.A.Ş.,"OSB 75. Yıl Bulvarı No:4
16140  ", ,Bursa,,,TR,Nilüfer,+902242191800
439,Office,Arbel Bakliyat ,,Arbel Bakliyat Hububat,,,,,,TR,,
440,,Kyle,Dougherty,,681 Rodriguez Stream Apt. 723,,South Stephanie,,05448,US,VT,
441,,Jason,Gonzales,,633 Travis Walk,,Port Julie,,19813,US,DE,
442,Office,Yılmaz Firca,,Yılmaz Firca San. ve Tic. A.S.,Organize Sanayi Bölgesi Gri Cad., ,Bursa,,16159,TR,Nilufer,
443,,John,Smith,,754 Melissa Union,,Sotostad,,05175,US,VT,
444,,Timothy,Brown,,22270 Henderson Spurs,,New Justinville,,91139,US,CA,
445,,Sarah,Crawford,,07604 Susan Fort Suite 218,,Colemanville,,59821,US,MT,
446,Office,Yılmaz Firca,,Yılmaz Firca San. ve Tic. A.S.,Organize Sanayi Bölgesi Gri Cad., ,Bursa,,16159,TR,Nilufer,
447,Office,Mahmut Yarim,,Mahmut Yarim Gida,Iskenderun Road 12. Km Antakya / HATAY, ,Hatay,,,TR,,
448,Office,DURMAZLAR,,DURMAZLAR MAKİNA SAN.VE TİC.A.Ş.,"OSB 75. Yıl Bulvarı No:4
16140  ", ,Bursa,,,TR,Nilüfer,+902242191800
449,Office,Arbel Bakliyat ,,Arbel Bakliyat Hububat,,,,,,TR,,
450,,Brittany,Wolfe,,803 Reed Expressway Apt. 241,,Perezfort,,03514,US,NH,
451,,Catherine,Russo,,977 Joseph Roads,,South Jacquelinebury,,62769,US,IL,
452,Office,Yılmaz Firca,,Yılmaz Firca San. ve Tic. A.S.,Organize Sanayi Bölgesi Gri Cad., ,Bursa,,16159,TR,Nilufer,
453,Office,Mahmut Yarim,,Mahmut Yarim Gida,Iskenderun Road 12. Km Antakya / HATAY, ,Hatay,,,TR,,
454,Office,DURMAZLAR,,DURMAZLAR MAKİNA SAN.VE TİC.A.Ş.,"OSB 75. Yıl Bulvarı No:4
16140  ", ,Bursa,,,TR,Nilüfer,+902242191800
455,Office,Arbel Bakliyat ,,Arbel Bakliyat Hububat,,,,,,TR,,
456,,Jenny,Gomez,,1215 Evans Mews Suite 998,,West Nicole,,86374,US,AZ,
457,,Julia,Roy,,451 Craig Prairie,,Owensfurt,,18888,US,PA,
458,Office,Yılmaz Firca,,Yılmaz Firca San. ve Tic. A.S.,Organize Sanayi Bölgesi Gri Cad., ,Bursa,,16159,TR,Nilufer,
459,Office,Mahmut Yarim,,Mahmut Yarim Gida,Iskenderun Road 12. Km Antakya / HATAY, ,Hatay,,,TR,,
460,Office,DURMAZLAR,,DURMAZLAR MAKİNA SAN.VE TİC.A.Ş.,"OSB 75. Yıl Bulvarı No:4
16140  ", ,Bursa,,,TR,Nilüfer,+902242191800
461,Office,Arbel Bakliyat ,,Arbel Bakliyat Hububat,,,,,,TR,,
462,Office,Türk Traktor,,TÜRK TRAKTÖR VE ZİRAAT MAK.A.Ş.,Gazi Mahallesi Anadolu Bulvarı No:52 - 52A, ,Ankara,,,TR,Yenimahalle,+903122333333
463,Office,ORTADOĞU RULMAN,,ORTADOĞU RULMAN SAN.TİC.A.Ş. , İstiklal Mahallesi Hacı Bayram Veli Bulvarı No:76/A, ,Ankara,,,TR,Polatlı,+903126480010
464,Office,LIA FRUIT UYANIKLAR,,UYANIKLAR GROUP,"Uluderbent, 45600 ", ,Manisa,,,TR,Alasehir, 0090 236 673 30 64
465,Office,SOLEN,,Solen,4. Organize Sanayi Bölgesi 83412 No’lu Cadde No:4, ,Gaziantep,,,TR,SehitKamil,0090 342 337 27 37
466,Office,BASHAN,,Bashan Tarimsal Urun,,,,,,TR,,
467,Office,ERMAKSAN MAKİNA,,ERMAKSAN MAKİNA SAN.VE TİC. A.Ş.,Organize Sanayi Bölgesi Lacivert Cad. No:6 , ,Bursa,,,TR,Nilüfer,+902242947500
468,Office,HİDROMEK ,,HİDROMEK HİDROLİK VE MEKANİK  İML.SAN.VE TİC.A.Ş. , Ahi Evran OSB Mahallesi Osmanlı Caddesi No:1, ,Ankara,,,TR,Sincan,
469,Office,Kros Otomotiv,,Kros Otomotiv San. Tic. A.S.,Organize Sanayi Bölgesi , ,Kütahya,,,TR,Alayunt,=9027466250
470,Office,SANKO ,,SANKO TEKS.İŞLETMELERİ SAN.VE TİC.A.Ş,"Burak Mah, Sani Konukoğlu Bulvarı, No:223", ,Gaziantep,,,TR,Şehitkamil,
471,Office,CIMSATAS,,ÇUKUROVA İNŞAAT MAKİNALARI SAN .TİC.A.Ş.,Bahçeli Kürkçü Mah. Adana Yolu No: 53/A, ,MERSİN,,,TR,Akdeniz,
472,Office,ELKON BETON MAKİNALARI,,ELKON BETON MAKİNALARI SAN. VE TİC. A.Ş.,"Gazeteciler Sitesi, Dergiler Sokak No:13", ,Istanbul,,,TR,Esentepe,
473,Office,KUTLUSAN TARIM EKİPMAN,,KUTLUSAN TARIM EKİPMAN  LOJİSTİK GIDA SAN. İÇ VE DIŞ TİC.LTD.ŞTİ ,ARMUTLU OVASI AKALAN MAH.BAĞIMSIZLIK KÜME EVLERİ NO:106, ,İZMİR,,,TR,KEMALPAŞA,
474,Office,ESTAŞ ,,ESTAŞ KAM MİLİ İML.İTH.İHR.SAN .TİC.LTD.ŞTİ.,ŞEYH ŞAMİL OSB MAH. HALİS VERMEZOĞLU CAD. NO:57, ,Sivas,,,TR,,
475,Office,DİRİNLER DÖKÜM,,DİRİNLER DÖKÜM SANAYİ TURİZM LİMAN İŞLETMECİLİĞİ VE TİC..A.Ş.,Atatürk Blv. No:57 P.K.35620 A.O.S.B., ,İZMİR,,,TR,Çiğli,
476,Office,DALGAKIRAN KOMPRESÖR,,DALGAKIRAN KOMPRESÖR SAN.VE TİC. LTD. ŞTİ. ,Eyüp Sultan Mh. Müminler Cd. No:70 34885, ,İstanbul,,,TR,Sancaktepe,
477,Office,BİRİNCİ OTOMOTİV ,,BİRİNCİ OTOMOTİV SANAYİ VE TİCARET A.Ş.,"TAYSAD ORGANİZE SANAYİ, 2. CADDE,
NO:1 41420 ", ,Kocaeli,,,TR,Şekerpınar,
478,Office,TROPIKAL PET,,TROPIKAL PET,IAYOSB 1. Sanayi Cad. No: 18 ,,Istanbul,,,TR,Tuzla,0090 216 306 66 60
479,Office,LIDER EVCIL HAYVAN ,,Lider Evcil Hayvan Beslenme Sanayi ve Ticaret Lt,Anadolu Cad. No.41 Kat.10 D.101,,Izmir,,,TR,Bayrakli ,0090 232 479 23 13
480,Office,BELINAY TARIM ,,Belinay TARIM,"Zeytinlik Mah, 7641 Sokak, No:16/1",,Antalya,,,TR,Kepez,0090 242 341 40 86
481,Office,DERVISOGLU TARIM,,Dervisoglu Tarim Urunleri,,,,,,TR,,
482,Office,Korkut Yag Sabun,,Korkut Yag Sabun Sanayi,Organize Sanayi Sitesi 869 Sk. No:11 Kuruçay Mevkii ,,Balikesir ,,,TR,EDREMİT,
483,Office,Kocabag Saraplari,,Kocabag Saraplari,Adnan Menderes cad. No:40 Güvercinlik Vadisi,,Nevsehir,,,TR,Uchisar,0090384 219 29 79
484,,,,,Vadi Camp Beach Sile,,ISTANBUL,,34980,TR,,
485,,,,,Kizilagac Mah Kizilagac sokak 622/2 ULA,,MUGLA,,48640,TR,,+902529239224
486,,,,,1. Organize Sanayi Bölgesi 1. Cadde,,MALATYA,,44900,TR,,+904222375515
487,,,,,Organize Sanayi Bölgesi 4. Cadde,,MALATYA,,44900,TR,,+904222375212
488,,,,,Yeni Mah inonu cad no 94 Kucuk cekmece,,ISTANBUL,,34290,TR,,+905545549255
489,,,,,İsabeyli Mh. 11. Cd. No.: 24 Nazilli,,IZMIR,,09800,TR,,+902563160394
490,,,,,Selvili Mah. 4019 Sok. No:55/B KARABAĞLAR,,IZMIR,,35130,TR,,
491,,,,,İstanbul Anadolu Yakası Organize Sanayi Bölgesi 1. Sanayi Caddesi No: 18 Tuzla,,ISTANBUL,,34953,TR,,
492,,,,,Çay Mah. 6489,Sk. No:6 Kat:1,MERSIN,,33020,TR,Mersin,+905378584525
493,,,,,,Güllük,MUGLA,,48670,TR,,
494,,,,,,Güllük,MUGLA,,48670,TR,,
495,,,,,,Güllük,MUGLA,,48670,TR,,
496,,,,,,Güllük,MUGLA,,48670,TR,,
497,,,,,,Güllük,MUGLA,,48670,TR,,
498,,,,,,Güllük,MUGLA,,48670,TR,,
